0.2260,0.0000,243.1900,1.0000
0.2220,0.0000,243.5200,1.0000
0.2180,0.0000,242.6000,0.8000
0.2200,0.0000,243.1100,0.8000
0.2200,0.0000,242.8800,0.8000
0.2200,0.0000,243.0100,0.8000
0.2180,0.0000,242.2100,0.8000
0.2200,0.0000,242.6900,0.8000
0.2180,0.0000,242.6200,0.8000
0.2180,0.0000,241.7700,0.8000
0.2180,0.0000,241.1000,0.8000
0.2260,0.0000,242.5300,1.0000
0.2260,0.0000,242.9200,1.0000
0.2240,0.0000,241.8000,1.0000
0.2240,0.0000,242.2500,1.0000
0.2260,0.0000,242.7000,1.0000
0.2220,0.0000,242.7900,1.0000
0.2180,0.0000,242.0700,0.8000
0.2180,0.0000,242.4100,0.8000
0.2180,0.0000,242.6100,0.8000
0.3160,0.0960,241.9300,1.4000
0.3300,0.1300,242.7200,1.4000
0.3280,0.1320,243.2800,1.4000
0.3260,0.1340,243.5400,1.4000
0.4180,0.2400,243.0700,2.0000
0.3980,0.2380,242.8300,1.8000
0.4020,0.2360,242.6100,1.8000
0.4000,0.2320,241.9600,1.8000
0.3980,0.2340,242.2100,1.8000
0.3960,0.2340,242.0100,1.8000
0.3900,0.2360,242.6500,1.8000
0.3860,0.2360,242.5200,1.8000
0.3620,0.2040,243.6600,1.6000
0.3160,0.1360,243.7300,1.4000
0.3160,0.1360,243.8700,1.4000
0.2200,0.0000,243.9800,0.8000
0.2200,0.0000,243.9200,0.8000
0.2200,0.0000,244.0700,0.8000
0.2200,0.0000,243.7300,0.8000
0.2200,0.0000,243.7800,0.8000
0.2200,0.0000,242.9000,0.8000
0.2260,0.0000,242.8500,1.0000
0.2240,0.0000,242.2500,1.0000
0.2240,0.0000,242.2000,1.0000
0.2260,0.0000,242.8600,1.0000
0.2200,0.0000,242.3700,0.8000
0.2200,0.0000,243.4900,0.8000
0.2180,0.0000,242.6200,0.8000
0.2160,0.0000,241.8000,0.8000
0.2180,0.0000,242.2500,0.8000
0.2180,0.0000,242.6300,0.8000
0.2180,0.0000,242.5200,0.8000
0.2180,0.0000,242.6200,0.8000
0.2220,0.0000,244.5100,0.8000
0.2220,0.0000,244.5900,0.8000
0.2220,0.0000,244.1900,1.0000
0.2300,0.0000,244.8900,1.0000
0.2280,0.0000,244.0100,1.0000
0.2200,0.0000,243.6100,0.8000
0.2180,0.0000,242.4200,0.8000
0.2180,0.0000,243.1900,0.8000
0.2200,0.0000,243.5900,0.8000
0.2200,0.0000,243.1000,0.8000
0.2180,0.0000,242.9800,0.8000
0.2180,0.0000,242.9300,0.8000
0.2260,0.0000,242.8400,1.0000
0.3380,0.1280,241.6900,1.4000
0.3960,0.2060,242.0800,2.0000
0.4080,0.2540,242.2100,2.0000
0.4060,0.2580,243.0100,2.0000
0.4060,0.2580,243.2300,2.0000
0.4060,0.2600,243.4400,2.0000
0.4040,0.2580,243.2000,2.0000
0.4000,0.2520,242.1200,1.8000
0.4600,0.3180,243.1700,2.4000
0.4760,0.3680,243.5900,2.4000
0.4760,0.3720,244.0300,2.4000
0.4760,0.3780,245.0100,2.4000
0.4760,0.3780,244.9100,2.4000
0.4740,0.3760,244.7900,2.4000
0.4540,0.3440,243.6300,2.2000
0.3760,0.2320,244.1100,1.8000
0.3740,0.2320,244.3700,1.8000
0.3300,0.1700,243.9600,1.4000
0.3000,0.1240,244.2700,1.2000
0.2980,0.1240,244.0500,1.2000
0.2980,0.1220,243.9000,1.2000
0.2960,0.1200,243.1300,1.2000
0.2960,0.1220,243.8800,1.2000
0.2940,0.1200,243.1100,1.2000
0.2940,0.1180,243.0200,1.2000
0.2940,0.1200,243.2500,1.2000
0.2940,0.1240,244.2000,1.2000
0.2940,0.1240,244.2500,1.2000
0.2580,0.0620,243.3400,1.2000
0.2220,0.0000,244.8600,1.0000
0.2220,0.0000,244.9700,1.0000
0.2240,0.0000,245.2300,1.0000
0.2220,0.0000,244.2600,1.0000
0.2220,0.0000,244.8100,1.0000
0.2220,0.0000,244.7000,1.0000
0.2220,0.0000,244.1900,1.0000
0.2240,0.0000,245.2700,1.0000
0.2220,0.0000,244.4600,1.0000
0.2200,0.0000,243.8700,1.0000
0.2200,0.0000,243.5200,0.8000
0.2200,0.0000,243.7700,0.8000
0.2220,0.0000,243.9800,1.0000
0.2200,0.0000,243.7500,1.0000
0.2240,0.0000,245.3100,1.0000
0.2240,0.0000,245.5500,1.0000
0.2440,0.0000,245.0100,1.2000
0.3360,0.1400,244.9300,1.4000
0.3340,0.1420,245.1300,1.4000
0.3300,0.1380,244.4600,1.4000
0.3260,0.1320,243.2000,1.4000
0.3260,0.1360,244.1800,1.4000
0.3240,0.1340,243.6500,1.4000
0.3200,0.1280,242.3400,1.4000
0.3200,0.1320,242.9600,1.4000
0.3200,0.1340,243.5500,1.4000
0.3220,0.1440,245.4300,1.4000
0.3200,0.1380,244.4400,1.4000
0.3180,0.1380,244.4300,1.4000
0.4000,0.2320,244.1200,2.0000
0.3920,0.2400,243.3800,1.8000
0.3860,0.2360,243.4200,1.8000
0.2960,0.1040,243.6000,1.2000
0.2960,0.1020,243.2500,1.2000
0.2940,0.1000,242.7300,1.2000
0.2940,0.1040,243.4100,1.2000
0.2940,0.1060,244.0100,1.2000
0.2860,0.0940,243.8700,1.2000
0.2240,0.0000,245.0200,1.0000
0.2220,0.0000,244.5600,1.0000
0.2220,0.0000,244.7800,1.0000
0.2220,0.0000,244.3500,1.0000
